Intent,Example,Response
LifestyleTips,Hangi aliskanliklar onemli? (58),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Stres sekeri etkiler mi? (59),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (60),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (61),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (62),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (63),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (64),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (65),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Hangi aliskanliklar onemli? (66),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (67),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (68),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (69),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (70),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (71),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (72),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Hangi aliskanliklar onemli? (73),"Dengeli beslenme, duzenli spor, duzenli kontrol sarttir."
LifestyleTips,Sigara icmek diyabeti etkiler mi? (74),"Sigara icmek komplikasyon riskini artirir, birakmak faydalidir."
LifestyleTips,Stres sekeri etkiler mi? (75),"Evet, stres kan sekerini artirabilir."
LifestyleTips,Stres sekeri etkiler mi? (76),"Evet, stres kan sekerini artirabilir."
